Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2018,16,bohant1,Tommy Bohanon,RB,JAX,@MIA,24.1,29,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2018,16,mckisj1,J.D. McKissic,RB,SEA,KC,22.6,27,0.3,0.0,0.0,0.0,0.0,0.0,0.7,2.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,C-Game
2018,16,artisc1,Cameron Artis-Payne,RB,CAR,ATL,22.0,24,0.2,0.0,0.0,0.0,0.0,0.0,0.4,2.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,C-Game
2018,16,janova1,Andy Janovich,RB,DEN,@OAK,20.7,21,0.1,0.0,0.0,0.0,0.0,0.0,0.4,1.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,C-Game
2018,16,thomam4,Michael Thomas,WR,NO,PIT,19.0,7,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,100.2,0.7,0.0,0.0,5.0,0.0,0.0,0.0,A-Game
2018,16,hopkid1,DeAndre Hopkins,WR,HOU,@PHI,26.2,29,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,100.4,0.7,0.0,0.0,4.7,0.1,0.0,0.0,A-Game
2018,16,jonesj6,Julio Jones,WR,ATL,@CAR,24.0,22,20.0,0.0,0.0,0.0,0.0,0.0,0.2,1.5,0.0,6.8,97.7,0.6,0.0,0.1,4.6,0.1,0.0,0.0,A-Game
2018,16,adamsd2,Davante Adams,WR,GB,@NYJ,28.4,32,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,84.9,0.7,0.0,0.0,4.2,0.1,0.0,0.0,A-Game
2018,16,browna4,Antonio Brown,WR,PIT,@NO,20.9,11,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,72.8,0.8,0.0,0.0,3.8,0.0,0.0,0.0,A-Game
2018,16,smithj5,JuJu Smith-Schuster,WR,PIT,@NO,20.9,11,18.1,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.0,6.6,87.6,0.5,0.0,0.1,4.3,0.0,0.0,0.0,A-Game
2018,16,thiela1,Adam Thielen,WR,MIN,@DET,26.6,30,18.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.0,6.5,79.2,0.6,0.0,0.1,4.0,0.1,0.0,0.0,A-Game
2018,16,coopea1,Amari Cooper,WR,DAL,TB,23.4,20,17.5,0.0,0.0,0.0,0.0,0.0,0.2,1.3,0.0,5.5,81.4,0.6,0.0,0.1,3.8,0.0,0.0,0.0,A-Game
2018,16,diggss1,Stefon Diggs,WR,MIN,@DET,26.6,30,17.5,0.0,0.0,0.0,0.0,0.0,1.4,5.9,0.0,6.4,73.9,0.5,0.0,0.2,3.8,0.1,0.0,0.0,A-Game
2018,16,hillt1,Tyreek Hill,WR,KC,@SEA,21.8,16,16.8,0.0,0.0,0.0,0.0,0.0,1.1,6.3,0.1,4.7,77.5,0.5,0.0,0.3,3.4,0.0,0.0,0.0,A-Game
2018,16,hiltot1,T.Y. Hilton,WR,IND,NYG,21.6,14,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,88.6,0.4,0.0,0.0,3.9,0.0,0.0,0.0,A-Game
2018,16,allenk1,Keenan Allen,WR,LAC,BAL,12.1,1,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,79.6,0.5,0.0,0.0,3.8,0.0,0.0,0.0,A-Game
2018,16,woodsr1,Robert Woods,WR,LAR,@ARI,23.4,19,16.1,0.0,0.0,0.0,0.0,0.0,1.1,9.1,0.0,5.6,68.6,0.5,0.0,0.4,3.5,0.0,0.0,0.0,A-Game
2018,16,edelmj1,Julian Edelman,WR,NE,BUF,19.6,10,15.7,0.0,0.0,0.0,0.0,0.0,0.8,7.3,0.0,5.9,66.6,0.4,0.0,0.3,3.5,0.0,0.0,0.0,A-Game
2018,16,cooksb1,Brandin Cooks,WR,LAR,@ARI,23.4,19,15.6,0.0,0.0,0.0,0.0,0.0,0.7,3.5,0.0,5.8,67.4,0.5,0.0,0.1,3.5,0.0,0.0,0.0,A-Game
2018,16,evansm1,Mike Evans,WR,TB,@DAL,18.1,4,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,77.1,0.3,0.0,0.0,3.6,0.0,0.0,0.0,A-Game
2018,16,jeffea1,Alshon Jeffery,WR,PHI,HOU,25.8,26,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,69.6,0.5,0.0,0.0,3.3,0.0,0.0,0.0,A-Game
2018,16,locket1,Tyler Lockett,WR,SEA,KC,23.4,21,14.5,0.0,0.0,0.0,0.0,0.0,0.7,4.2,0.0,4.7,65.8,0.5,0.0,0.2,3.1,0.0,0.0,0.0,A-Game
2018,16,anderr2,Robby Anderson,WR,NYJ,GB,26.0,28,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,73.0,0.5,0.0,0.0,3.2,0.0,0.0,0.0,A-Game
2018,16,gollak1,Kenny Golladay,WR,DET,MIN,12.9,2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,68.3,0.5,0.0,0.0,3.2,0.0,0.0,0.0,A-Game
2018,16,baldwd1,Doug Baldwin,WR,SEA,KC,23.4,21,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,64.4,0.4,0.0,0.0,3.2,0.0,0.0,0.0,A-Game
2018,16,landrj1,Jarvis Landry,WR,CLE,CIN,20.9,12,13.6,0.0,0.0,0.0,0.0,0.0,0.5,4.7,0.0,5.1,60.8,0.3,0.0,0.2,3.1,0.0,0.0,0.0,A-Game
2018,16,fitzgl1,Larry Fitzgerald,WR,ARI,LAR,25.0,24,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,57.6,0.4,0.0,0.0,2.8,0.0,0.0,0.0,A-Game
2018,16,godwic1,Chris Godwin,WR,TB,@DAL,18.1,4,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,54.9,0.3,0.0,0.0,2.9,0.0,0.0,0.0,A-Game
2018,16,humpha1,Adam Humphries,WR,TB,@DAL,18.1,4,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,53.6,0.3,0.0,0.0,2.9,0.0,0.0,0.0,A-Game
2018,16,shepas1,Sterling Shepard,WR,NYG,@IND,19.2,9,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,55.8,0.2,0.0,0.0,2.9,0.0,0.0,0.0,A-Game
2018,16,davisc7,Corey Davis,WR,TEN,WAS,24.1,23,11.8,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,4.1,51.5,0.4,0.0,0.1,2.6,0.0,0.0,0.0,A-Game
2018,16,moored4,D.J. Moore,WR,CAR,ATL,22.7,17,11.8,0.0,0.0,0.0,0.0,0.0,1.5,11.4,0.0,4.6,49.2,0.2,0.0,0.5,2.6,0.1,0.0,0.0,A-Game
2018,16,gordoj1,Josh Gordon,WR,NE,BUF,19.6,10,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,62.5,0.3,0.0,0.0,2.8,0.0,0.0,0.0,A-Game
2018,16,robina3,Allen Robinson,WR,CHI,@SF,27.1,31,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,57.9,0.4,0.0,0.0,2.6,0.0,0.0,0.0,A-Game
2018,16,ridlec1,Calvin Ridley,WR,ATL,@CAR,24.0,22,11.6,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,4.2,44.8,0.5,0.0,0.1,2.4,0.0,0.0,0.0,A-Game
2018,16,foster1,Robert Foster,WR,BUF,@NE,23.1,18,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,67.6,0.3,0.0,0.0,2.8,0.0,0.0,0.0,A-Game
2018,16,reynoj1,Josh Reynolds,WR,LAR,@ARI,23.4,19,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,49.0,0.4,0.0,0.0,2.5,0.0,0.0,0.0,A-Game
2018,16,suttoc1,Courtland Sutton,WR,DEN,@OAK,19.1,8,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,54.1,0.4,0.0,0.0,2.5,0.0,0.0,0.0,A-Game
2018,16,nelsoj1,Jordy Nelson,WR,OAK,DEN,21.6,15,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,52.7,0.3,0.0,0.0,2.7,0.0,0.0,0.0,A-Game
2018,16,pettid1,Dante Pettis,WR,SF,CHI,21.2,13,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,55.1,0.4,0.0,0.0,2.4,0.0,0.0,0.0,A-Game
2018,16,westbd1,Dede Westbrook,WR,JAX,@MIA,25.8,25,11.3,0.0,0.0,0.0,0.0,0.0,0.5,4.9,0.0,4.0,46.3,0.4,0.0,0.2,2.4,0.0,0.0,0.0,A-Game
2018,16,thomad5,Demaryius Thomas,WR,HOU,@PHI,26.2,29,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,54.1,0.3,0.0,0.0,2.6,0.0,0.0,0.0,A-Game
2018,16,mckeni1,Isaiah McKenzie,WR,BUF,@NE,23.1,18,11.0,0.0,0.0,0.0,0.0,0.0,1.6,10.6,0.0,4.9,41.7,0.1,0.0,0.4,2.5,0.1,0.0,0.0,A-Game
2018,16,hamild1,DaeSean Hamilton,WR,DEN,@OAK,19.1,8,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.3,0.3,0.0,0.0,2.4,0.0,0.0,0.0,B-Game
2018,16,rossj2,John Ross,WR,CIN,@CLE,18.4,6,10.5,0.0,0.0,0.0,0.0,0.0,0.5,2.2,0.0,3.7,48.2,0.3,0.0,0.1,2.4,0.0,0.0,0.0,B-Game
2018,16,patrit1,Tim Patrick,WR,DEN,@OAK,19.1,8,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,45.0,0.3,0.0,0.0,2.3,0.0,0.0,0.0,B-Game
2018,16,gabrit1,Taylor Gabriel,WR,CHI,@SF,27.1,31,10.3,0.0,0.0,0.0,0.0,0.0,0.6,3.7,0.0,4.3,46.8,0.2,0.0,0.2,2.5,0.0,0.0,0.0,B-Game
2018,16,stillk1,Kenny Stills,WR,MIA,JAX,18.1,5,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,48.3,0.3,0.0,0.0,2.3,0.0,0.0,0.0,B-Game
2018,16,samuec1,Curtis Samuel,WR,CAR,ATL,22.7,17,10.1,0.0,0.0,0.0,0.0,0.0,0.7,7.6,0.0,3.3,45.9,0.2,0.0,0.3,2.2,0.0,0.0,0.0,B-Game
2018,16,tateg1,Golden Tate,WR,PHI,HOU,25.8,26,10.0,0.0,0.0,0.0,0.0,0.0,0.2,1.5,0.0,4.4,40.7,0.2,0.0,0.1,2.3,0.0,0.0,0.0,B-Game
2018,16,sanum1,Mohamed Sanu,WR,ATL,@CAR,24.0,22,9.9,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,4.0,46.1,0.2,0.0,0.0,2.4,0.0,0.0,0.0,B-Game
2018,16,willim7,Mike Williams,WR,LAC,BAL,12.1,1,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,45.5,0.5,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2018,16,cobbr1,Randall Cobb,WR,GB,@NYJ,28.4,32,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,39.9,0.2,0.0,0.0,2.3,0.0,0.0,0.0,B-Game
2018,16,callaa1,Antonio Callaway,WR,CLE,CIN,20.9,12,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,41.9,0.3,0.0,0.0,2.1,0.0,0.0,0.0,B-Game
2018,16,crowdj1,Jamison Crowder,WR,WAS,@TEN,25.9,27,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,42.2,0.2,0.0,0.0,2.2,0.0,0.0,0.0,B-Game
2018,16,conlec1,Chris Conley,WR,KC,@SEA,21.8,16,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,34.9,0.4,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2018,16,jonesz1,Zay Jones,WR,BUF,@NE,23.1,18,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,41.7,0.2,0.0,0.0,2.1,0.0,0.0,0.0,B-Game
2018,16,gallum1,Michael Gallup,WR,DAL,TB,23.4,20,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,36.8,0.3,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2018,16,beaslc1,Cole Beasley,WR,DAL,TB,23.4,20,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,39.4,0.2,0.0,0.0,2.0,0.0,0.0,0.0,B-Game
2018,16,smitht9,TreQuan Smith,WR,NO,PIT,19.0,7,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,39.5,0.3,0.0,0.0,1.8,0.0,0.0,0.0,B-Game
2018,16,taylot3,Taywan Taylor,WR,TEN,WAS,24.1,23,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,43.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,B-Game
2018,16,moncrd1,Donte Moncrief,WR,JAX,@MIA,25.8,25,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,40.0,0.2,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2018,16,sherft1,Trent Sherfield,WR,ARI,LAR,25.0,24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.8,0.2,0.0,0.0,1.9,0.0,0.0,0.0,C-Game
2018,16,atemam1,Marcell Ateman,WR,OAK,DEN,21.6,15,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,35.1,0.3,0.0,0.0,1.7,0.0,0.0,0.0,C-Game
2018,16,robers1,Seth Roberts,WR,OAK,DEN,21.6,15,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,32.6,0.2,0.0,0.0,1.8,0.0,0.0,0.0,C-Game
2018,16,kirkwk1,Keith Kirkwood,WR,NO,PIT,19.0,7,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,33.4,0.3,0.0,0.0,1.6,0.0,0.0,0.0,C-Game
2018,16,moored3,David Moore,WR,SEA,KC,23.4,21,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,37.6,0.3,0.0,0.0,1.6,0.0,0.0,0.0,C-Game
2018,16,sneadw1,Willie Snead,WR,BAL,@LAC,15.1,3,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,36.9,0.2,0.0,0.0,1.8,0.0,0.0,0.0,C-Game
2018,16,funchd1,Devin Funchess,WR,CAR,ATL,22.7,17,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,32.4,0.2,0.0,0.0,1.8,0.0,0.0,0.0,C-Game
2018,16,corec1,Cody Core,WR,CIN,@CLE,18.4,6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,36.4,0.1,0.0,0.0,1.8,0.0,0.0,0.0,C-Game
2018,16,willit4,Tyrell Williams,WR,LAC,BAL,12.1,1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,34.1,0.2,0.0,0.0,1.6,0.0,0.0,0.0,C-Game
2018,16,doctsj1,Josh Doctson,WR,WAS,@TEN,25.9,27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,35.8,0.1,0.0,0.0,1.8,0.0,0.0,0.0,C-Game
2018,16,brownj5,John Brown,WR,BAL,@LAC,15.1,3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,29.5,0.3,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2018,16,crabtm1,Michael Crabtree,WR,BAL,@LAC,15.1,3,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,27.1,0.3,0.0,0.0,1.5,0.0,0.0,0.0,C-Game
2018,16,amendd1,Danny Amendola,WR,MIA,JAX,18.1,5,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,32.2,0.1,0.0,0.0,1.7,0.0,0.0,0.0,C-Game
2018,16,jonesa1,Andy Jones,WR,DET,MIN,12.9,2,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,28.9,0.1,0.0,0.0,1.7,0.0,0.0,0.0,C-Game
2018,16,ericka1,Alex Erickson,WR,CIN,@CLE,18.4,6,6.6,0.0,0.0,0.0,0.0,0.0,0.5,2.2,0.0,2.5,31.7,0.1,0.0,0.1,1.6,0.0,0.0,0.0,C-Game
2018,16,kearsj1,Jermaine Kearse,WR,NYJ,GB,26.0,28,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,32.2,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game
2018,16,parked1,DeVante Parker,WR,MIA,JAX,18.1,5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,33.3,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game
2018,16,higgir1,Rashard Higgins,WR,CLE,CIN,20.9,12,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,31.1,0.2,0.0,0.0,1.5,0.0,0.0,0.0,C-Game
2018,16,carted4,DeAndre Carter,WR,HOU,@PHI,26.2,29,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,32.2,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game
2018,16,millea1,Anthony Miller,WR,CHI,@SF,27.1,31,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,24.6,0.3,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2018,16,perrib1,Breshad Perriman,WR,CLE,CIN,20.9,12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,32.4,0.2,0.0,0.0,1.3,0.0,0.0,0.0,C-Game
2018,16,grantr3,Ryan Grant,WR,IND,NYG,21.6,14,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,26.7,0.1,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2018,16,fowleb1,Bennie Fowler,WR,NYG,@IND,19.2,9,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,23.0,0.2,0.0,0.0,1.3,0.0,0.0,0.0,C-Game
2018,16,colek1,Keelan Cole,WR,JAX,@MIA,25.8,25,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,25.3,0.1,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2018,16,butleb1,Brice Butler,WR,MIA,JAX,18.1,5,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.5,0.2,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,sharpt1,Tajae Sharpe,WR,TEN,WAS,24.1,23,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,21.5,0.2,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,bournk1,Kendrick Bourne,WR,SF,CHI,21.2,13,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.2,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,pascaz1,Zach Pascal,WR,IND,NYG,21.6,14,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.1,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,rogerc1,Chester Rogers,WR,IND,NYG,21.6,14,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,22.5,0.1,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2018,16,shepar1,Russell Shepard,WR,NYG,@IND,19.2,9,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,20.6,0.2,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,goodwm1,Marquise Goodwin,WR,SF,CHI,21.2,13,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,21.6,0.2,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,hoganc1,Chris Hogan,WR,NE,BUF,19.6,10,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,21.7,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,inmand1,Dontrelle Inman,WR,IND,NYG,21.6,14,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.7,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,washij1,James Washington,WR,PIT,@NO,20.9,11,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,20.8,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2018,16,jonest3,T.J. Jones,WR,DET,MIN,12.9,2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.1,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2018,16,agholn1,Nelson Agholor,WR,PHI,HOU,25.8,26,4.4,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,1.6,22.3,0.1,0.0,0.1,1.1,0.0,0.0,0.0,C-Game
2018,16,robind2,Demarcus Robinson,WR,KC,@SEA,21.8,16,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,21.3,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2018,16,floydm3,Michael Floyd,WR,WAS,@TEN,25.9,27,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,18.4,0.1,0.0,0.0,1.0,0.0,0.0,0.0,C-Game
2018,16,stbroe1,Equanimeous St. Brown,WR,GB,@NYJ,28.4,32,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,20.6,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2018,16,harrim6,Maurice Harris,WR,WAS,@TEN,25.9,27,3.8,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,1.7,18.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,C-Game
2018,16,brownj4,Jaron Brown,WR,SEA,KC,23.4,21,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,13.4,0.2,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2018,16,colemc1,Corey Coleman,WR,NYG,@IND,19.2,9,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,17.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2018,16,robera1,Andre Roberts,WR,NYJ,GB,26.0,28,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,14.8,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2018,16,valdem1,Marquez Valdes-Scantling,WR,GB,@NYJ,28.4,32,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,15.4,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2018,16,treadl1,Laquon Treadwell,WR,MIN,@DET,26.6,30,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,15.8,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2018,16,benjak1,Kelvin Benjamin,WR,KC,@SEA,21.8,16,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.2,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2018,16,benjat1,Travis Benjamin,WR,LAC,BAL,12.1,1,3.2,0.0,0.0,0.0,0.0,0.0,0.3,1.6,0.0,1.0,15.6,0.1,0.0,0.1,0.7,0.0,0.0,0.0,C-Game
2018,16,matthr1,Rishard Matthews,WR,NYJ,GB,26.0,28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.3,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2018,16,robina1,Aldrick Robinson,WR,MIN,@DET,26.6,30,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,13.2,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2018,16,nelsoj2,J.J. Nelson,WR,ARI,LAR,25.0,24,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,13.3,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2018,16,taylot4,Trent Taylor,WR,SF,CHI,21.2,13,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,9.6,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2018,16,thompd1,Deonte Thompson,WR,BUF,@NE,23.1,18,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,13.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2018,16,wrighj2,Jarius Wright,WR,CAR,ATL,22.7,17,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,11.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2018,16,greenr1,Rashad Greene,WR,JAX,@MIA,25.8,25,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2018,16,pattec1,Cordarrelle Patterson,WR,NE,BUF,19.6,10,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,12.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2018,16,switzr1,Ryan Switzer,WR,PIT,@NO,20.9,11,2.2,0.0,0.0,0.0,0.0,0.0,0.4,1.7,0.0,0.8,8.9,0.1,0.0,0.1,0.5,0.0,0.0,0.0,C-Game
2018,16,hardyj2,Justin Hardy,WR,ATL,@CAR,24.0,22,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,8.1,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2018,16,carra1,Austin Carr,WR,NO,PIT,19.0,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.1,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2018,16,peakec1,Charone Peake,WR,NYJ,GB,26.0,28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2018,16,wilsob2,Bobo Wilson,WR,TB,@DAL,18.1,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
